tracking_id,order_date,delivery_date,carrier,origin_warehouse,destination_city,weight_kg,distance_km,status,vehicle_type,shipping_cost_eur,customer_name,phone,lat,lon,lead_time_days,co2_kg,risk_level
FR-435468,2025-07-10,2025-07-18,DHL,Bordeaux Logistics Park,Marseille,11.4,174.4,Livré,fourgonnette,15.4,4dc658302b612f5c,66a29e3f6afae484,43.25616,5.28517,8.0,0.1591,FAIBLE
FR-290271,2025-07-07,,GLS,Paris-CDG Hub,Perpignan,163.9,401.0,En attente,petit_camion,60.7,2e49ed8efc869923,cfb3232e61e89dd9,42.66996,2.87227,,7.8869,AUCUN
FR-452580,2025-07-19,2025-07-22,GLS,Bordeaux Logistics Park,Brest,292.8,920.6,Livré,petit_camion,94.72,46b06486d10dd744,40e55e413a683b77,48.38925,-4.52253,3.0,32.3462,AUCUN
FR-120039,2025-07-18,,Kuehne+Nagel,Paris-CDG Hub,Lille,218.0,944.2,En transit,avion,400.2,c0fdb3ce997f47fa,d3f8e873bf724116,50.60948,3.04971,,195.5438,MOYEN
FR-438250,2025-07-26,2025-07-28,DHL,Marseille Port Depot,Paris,47.6,401.3,Livré,fourgonnette,16.81,64be089ea6398de1,f458cef8a63acb8a,48.8767,2.3161,2.0,1.5282,AUCUN
FR-566933,2025-07-04,2025-07-10,Chronopost,Bordeaux Logistics Park,Mulhouse,406.6,1020.4,Retourné,petit_camion,128.04,d23122a5cb6fdbb4,7d123a3c6aefcea5,47.87506,7.34914,6.0,49.7874,AUCUN
FR-511012,2025-07-16,,GLS,Paris-CDG Hub,Metz,230.6,179.0,En attente,avion,309.41,57305694cae2b1d0,d47847ca7a92f557,49.10911,6.14658,,39.2135,AUCUN
FR-798614,2025-07-08,2025-07-21,UPS,Paris-CDG Hub,Le Havre,35.7,22.8,Livré,avion,205.37,4f34261f7c38ba0c,838fa56103fef995,49.54503,0.09999,13.0,0.7733,FAIBLE
FR-913820,2025-07-25,2025-08-05,XPO Logistics,Paris-CDG Hub,Lyon,496.5,504.0,Livré,petit_camion,117.34,50b6dd7a25a72160,de3287af093f8c26,45.68123,4.82142,11.0,30.0283,FAIBLE
FR-987457,2025-07-23,2025-07-24,DB Schenker,Marseille Port Depot,La Rochelle,579.2,376.2,Livré,petit_camion,109.58,1f5f2617ee232079,7105325aebe638d8,46.22294,-1.17351,1.0,26.1474,AUCUN
FR-493444,2025-07-11,2025-07-12,GLS,Paris-CDG Hub,Mulhouse,2.1,646.6,Retardé,fourgonnette,7.25,e99e31c1b5468d2d,3b9b5331bf2c348d,47.76321,7.25462,1.0,0.1086,ÉLEVÉ
FR-566995,2025-07-18,2025-07-28,GLS,Bordeaux Logistics Park,Paris,7655.3,155.0,Livré,train,274.69,232c9d11c882ea2c,ae3cc8ae07c39304,48.78964,2.36019,10.0,33.224,FAIBLE
FR-726360,2025-07-23,2025-08-05,XPO Logistics,Lyon Distribution Center,Aix-en-Provence,16.8,137.1,Livré,fourgonnette,16.43,de6c9169a9ba75a9,0d0c537291ad1667,43.55292,5.41987,13.0,0.1843,FAIBLE
FR-705751,2025-07-23,2025-07-25,DHL,Paris-CDG Hub,Marseille,6984.9,151.2,Livré,train,276.31,89b72f42de629ac1,0ff9003d7f1891ac,43.29689,5.35352,2.0,29.5713,AUCUN
FR-204127,2025-07-11,2025-07-18,FedEx,Lyon Distribution Center,Lille,2383.6,478.1,Retardé,gros_camion,371.47,97c134953eabb671,d3a325e08af455d4,50.70149,3.05812,7.0,239.3158,ÉLEVÉ
FR-214003,2025-07-01,2025-07-11,FedEx,Paris-CDG Hub,Bordeaux,47.3,1141.5,Livré,avion,251.11,649f91ae50effe2e,0c3e8dfde9b9f000,44.8553,-0.61184,10.0,51.2933,FAIBLE
FR-310809,2025-07-01,,XPO Logistics,Paris-CDG Hub,Rennes,37.4,1126.3,En attente,avion,406.56,2210da77fef00168,40621e6617e41da2,48.10717,-1.70421,,40.0174,AUCUN
FR-732543,2025-07-06,,Unknown,Paris-CDG Hub,Tours,96.1,167.4,En transit,avion,202.83,ddd94bb935d6fc90,c8373cdbb90e6087,47.34484,0.75505,,15.2828,MOYEN
FR-292319,2025-07-14,2025-07-16,DHL,Paris-CDG Hub,Perpignan,562.9,40.2,Retardé,petit_camion,113.32,1f5f2617ee232079,c37537c025852a97,42.69944,2.82445,2.0,2.7154,ÉLEVÉ
FR-219392,2025-07-17,,DHL,Bordeaux Logistics Park,Toulouse,307.1,142.7,En attente,petit_camion,91.32,77a37e0c1eabf2ac,ebcfc7696780cc71,43.61169,1.49401,,5.2588,AUCUN
FR-724913,2025-07-10,2025-07-23,DB Schenker,Paris-CDG Hub,Bordeaux,136.2,14.6,Livré,petit_camion,68.99,7762a147989c85a8,47413effcc9a67df,44.76246,-0.57941,13.0,0.2386,FAIBLE
FR-938489,2025-07-20,2025-07-30,GLS,Paris-CDG Hub,Nantes,48.4,1101.5,Livré,avion,328.87,1e3f6890d2ddffa6,8377b27cc8d32d5b,47.19875,-1.50352,10.0,50.647,FAIBLE
FR-419348,2025-07-22,2025-07-26,GLS,Bordeaux Logistics Park,Orléans,88.4,488.2,Livré,petit_camion,90.06,c3c93bf263ad82fc,6851fdcd22645db5,47.9322,1.87246,4.0,5.1788,AUCUN
FR-988921,2025-07-14,2025-07-23,Chronopost,Lyon Distribution Center,Toulouse,4485.2,481.0,Livré,train,311.39,1f5f2617ee232079,b7b18a050878a8c7,43.58738,1.36362,9.0,60.4067,FAIBLE
FR-827963,2025-07-16,2025-07-26,UPS,Marseille Port Depot,Toulouse,679.3,665.3,Livré,petit_camion,128.25,fb9a24e0a82c372f,a744b1b53b960f56,43.51168,1.48741,10.0,54.2326,FAIBLE
FR-449317,2025-07-13,2025-07-15,Chronopost,Lyon Distribution Center,Aix-en-Provence,99.0,573.4,Livré,avion,370.03,80c6e1b004c4d98c,d256698f197b8a17,43.51325,5.46537,2.0,53.9283,AUCUN
FR-622820,2025-07-23,2025-07-26,FedEx,Paris-CDG Hub,Strasbourg,209.3,848.2,Livré,avion,519.61,fb9a24e0a82c372f,3bcb8addeb0bc470,48.63911,7.75868,3.0,168.6518,AUCUN
FR-715362,2025-07-30,2025-08-11,FedEx,Lyon Distribution Center,Marseille,2394.9,744.5,Livré,gros_camion,470.38,b5eaeda6f050b47c,782a858f6cfff019,43.23278,5.38878,12.0,374.4306,FAIBLE
FR-480350,2025-07-25,2025-07-27,UPS,Lyon Distribution Center,Angers,201.5,231.1,Livré,avion,260.64,6a5796584ab1ac8a,5e883de83ad6d2f2,47.40265,-0.60325,2.0,44.2383,AUCUN
FR-494485,2025-07-29,2025-08-08,XPO Logistics,Marseille Port Depot,Nice,1065.0,396.3,Livré,gros_camion,311.37,dcc4a7b2cb980dd1,69315e3ceccbc186,43.57498,7.23051,10.0,88.6325,FAIBLE
FR-858284,2025-07-08,2025-07-11,DB Schenker,Lyon Distribution Center,Lille,3982.7,345.5,Livré,gros_camion,400.04,4761f7fa3a69433b,d2ff945288b90152,50.56741,3.06602,3.0,288.9648,AUCUN
FR-361578,2025-07-10,,Kuehne+Nagel,Paris-CDG Hub,Orléans,5573.0,368.1,En transit,train,272.17,50b6dd7a25a72160,239174dbdff8b6db,47.82184,1.89301,,57.4398,MOYEN
FR-535686,2025-07-08,2025-07-21,DHL,Bordeaux Logistics Park,Nice,80.2,20.4,Livré,avion,207.54,420ccf90b5c7ed29,17ea98bd8843d998,43.66474,7.27653,13.0,1.5543,FAIBLE
FR-803713,2025-07-13,,GLS,Marseille Port Depot,Lille,211.4,756.7,En attente,petit_camion,128.84,2210da77fef00168,73248cd558ef628b,50.62112,3.02606,,19.196,AUCUN
FR-302123,2025-07-22,,GLS,Bordeaux Logistics Park,Bordeaux,2292.6,758.4,En attente,train,289.48,bcda6b0629bed55e,93ab31c6ee399e96,44.91574,-0.65572,,48.6838,AUCUN
FR-883566,2025-07-28,,Kuehne+Nagel,Lyon Distribution Center,Lille,176.0,432.2,En attente,petit_camion,81.58,64be089ea6398de1,ac5daa85e7f821af,50.68442,3.02722,,9.1281,AUCUN
FR-474842,2025-07-09,2025-07-11,DB Schenker,Bordeaux Logistics Park,Marseille,26.0,1029.6,Livré,fourgonnette,16.62,3275c62b4a30ee93,4adfa04bc7c17889,43.28897,5.38592,2.0,2.1416,AUCUN
FR-493922,2025-07-22,2025-07-31,DB Schenker,Marseille Port Depot,Nantes,4622.9,506.4,Livré,train,351.19,c8796666bc9acaab,36a1abeeeb6553f8,47.21904,-1.52961,9.0,65.549,FAIBLE
FR-823953,2025-07-05,,Chronopost,Paris-CDG Hub,Marseille,2733.9,938.3,En transit,train,296.53,2debffb0c60c520e,f23ff69a245df988,43.23004,5.36674,,71.8261,MOYEN
FR-745513,2025-07-10,2025-07-13,Kuehne+Nagel,Bordeaux Logistics Park,Lyon,261.4,229.3,Livré,petit_camion,64.3,2c7e84ab9c91b547,6add62ea5f2b3ca3,45.88145,4.7999,3.0,7.1927,AUCUN
FR-130270,2025-07-19,,Chronopost,Bordeaux Logistics Park,Perpignan,198.2,1184.2,En transit,avion,408.45,a411faa4604af305,e1ca1cd64728c4b5,42.73734,2.90069,,222.973,MOYEN
FR-445876,2025-07-18,2025-07-31,Kuehne+Nagel,Paris-CDG Hub,Auxerre,41.1,476.8,Livré,fourgonnette,14.28,d1d9c071e6672d29,6d44f9042aaaa9e2,47.78508,3.5445,13.0,1.5677,FAIBLE
FR-646774,2025-07-06,2025-07-07,XPO Logistics,Bordeaux Logistics Park,Paris,4738.1,818.8,Livré,gros_camion,558.89,ba12f74cff0e9464,508cf174ae156d7f,48.85815,2.33064,1.0,814.7068,AUCUN
FR-801458,2025-07-17,,Kuehne+Nagel,Marseille Port Depot,Nice,712.0,125.4,En attente,petit_camion,100.39,588860b1c06a5a7a,cd77e676a63e7347,43.70638,7.25462,,10.7142,AUCUN
FR-151012,2025-07-18,,Chronopost,Paris-CDG Hub,Bordeaux,8.9,467.6,En attente,fourgonnette,11.0,964fb47ecc48fb44,4d14d75bfc3704fa,44.89146,-0.60654,,0.3329,AUCUN
FR-176208,2025-07-13,2025-07-24,FedEx,Marseille Port Depot,Nantes,35.5,788.7,Livré,fourgonnette,21.61,309f7e2638c05965,68866e8affa544cd,47.21381,-1.59799,11.0,2.2399,FAIBLE
FR-601754,2025-07-09,2025-07-12,DHL,Paris-CDG Hub,Toulouse,5675.9,1006.6,Livré,train,369.54,b3ede2357f536e0a,a35c15a2aafad782,43.58684,1.43197,3.0,159.9741,AUCUN
FR-327544,2025-07-01,2025-07-13,UPS,Lyon Distribution Center,Clermont-Ferrand,,1170.1,Livré,gros_camion,436.05,ba12f74cff0e9464,73b91d9d1e03d112,45.77322,2.96732,12.0,0.0,FAIBLE
FR-738449,2025-07-06,2025-07-08,Chronopost,Marseille Port Depot,Metz,2100.6,1126.0,Retardé,gros_camion,471.62,b6a35244625ccc34,c468653d1f12640a,49.14628,6.15812,2.0,496.7079,ÉLEVÉ
FR-237815,2025-07-17,2025-07-22,UPS,Bordeaux Logistics Park,Toulouse,7.4,1040.8,Livré,fourgonnette,21.42,b6a35244625ccc34,6e10817f3dde16dc,43.53802,1.40361,5.0,0.6162,AUCUN
FR-868460,2025-07-04,2025-07-15,FedEx,Paris-CDG Hub,Marseille,95.7,844.9,Retardé,petit_camion,61.31,d21c62bed959dcf6,525c489b8b0cbcb4,43.30953,5.38473,11.0,9.7028,ÉLEVÉ
FR-425188,2025-07-20,,UPS,Bordeaux Logistics Park,Montpellier,4486.1,555.0,En attente,train,293.06,b4b018a4be786430,54d617cfdb4c8a03,43.62001,3.81271,,69.714,AUCUN
FR-304354,2025-07-08,2025-07-15,Chronopost,Paris-CDG Hub,La Rochelle,2921.1,317.1,Livré,train,237.29,176085ab92f665ad,924f7c20c492f4f9,46.13015,-1.1352,7.0,25.9359,FAIBLE
FR-512289,2025-07-22,2025-08-03,DB Schenker,Bordeaux Logistics Park,Nice,2491.7,970.1,Livré,train,259.91,b3ede2357f536e0a,a3a2854b41912f41,43.73037,7.22341,12.0,67.6815,FAIBLE
FR-204672,2025-07-16,,DHL,Paris-CDG Hub,Nice,250.4,1093.7,En transit,petit_camion,115.45,b8ed8df564cec2ef,65274d125e696d3d,43.69574,7.18856,,32.8635,MOYEN
FR-307397,2025-07-05,2025-07-10,GLS,Paris-CDG Hub,Angers,,213.0,Retardé,avion,325.68,0b9d5daff036d6da,d04984121fbe4fc8,47.39143,-0.61582,5.0,0.0,ÉLEVÉ
FR-366186,2025-07-15,2025-07-18,DHL,Marseille Port Depot,Le Havre,22.2,57.5,Retourné,fourgonnette,10.01,4937b40c2b9fb3af,d03644089bfd07f5,49.53323,0.10509,3.0,0.1021,AUCUN
FR-656107,2025-07-04,,GLS,Marseille Port Depot,Besançon,24.2,432.8,En attente,fourgonnette,15.86,75a44226210eb23d,c538d935769b98b7,47.2217,6.02954,,0.8379,AUCUN
FR-387667,2025-07-15,,GLS,Marseille Port Depot,Strasbourg,3617.2,987.3,En attente,gros_camion,476.7,a411faa4604af305,e4a1aa730a003710,48.56277,7.81105,,749.9649,AUCUN
FR-485007,2025-07-09,,UPS,Marseille Port Depot,Marseille,1920.8,487.4,En transit,train,290.03,964fb47ecc48fb44,c5a8ac7e20a588c9,43.20748,5.38685,,26.2135,MOYEN
FR-126572,2025-07-26,2025-08-06,UPS,Marseille Port Depot,Rouen,1664.7,429.5,Retardé,gros_camion,278.42,2e49ed8efc869923,7524da7ab73632c4,49.38588,1.12319,11.0,150.1476,ÉLEVÉ
FR-558818,2025-07-06,2025-07-11,DHL,Paris-CDG Hub,Metz,5546.2,601.7,Livré,train,398.0,ae8ce543547ae3d4,3675696490f6691c,49.07704,6.20337,5.0,93.4402,AUCUN
FR-271929,2025-07-13,2025-07-23,DHL,Bordeaux Logistics Park,Strasbourg,32.5,287.1,Livré,fourgonnette,9.37,144818883fd1fd2e,fbd58abed531f2a1,48.46492,7.69239,10.0,0.7465,FAIBLE
FR-414368,2025-07-28,2025-08-03,DHL,Bordeaux Logistics Park,Nice,2955.7,137.6,Livré,gros_camion,331.94,0915a7642195cf8a,4079a15f4eb790fe,43.67874,7.23729,6.0,85.4079,FAIBLE
FR-858673,2025-07-22,,Chronopost,Marseille Port Depot,Paris,10.7,552.1,En transit,avion,306.34,a7343d238975093d,8678f85ec477db04,48.89372,2.32032,,5.6121,MOYEN
FR-880498,2025-07-27,2025-07-31,Chronopost,Marseille Port Depot,Toulouse,2827.8,916.9,Retardé,train,364.87,649f91ae50effe2e,f270172cae1898d3,43.59968,1.44133,4.0,72.5987,ÉLEVÉ
FR-524632,2025-07-29,2025-08-07,GLS,Marseille Port Depot,Dijon,170.5,366.5,Livré,avion,320.62,45466476afe9982a,c1e21fd782438dbc,47.40345,4.96111,9.0,59.3638,FAIBLE
FR-388172,2025-07-10,,Kuehne+Nagel,Bordeaux Logistics Park,Aix-en-Provence,67.0,798.8,En attente,avion,398.85,dcc4a7b2cb980dd1,7b351cde06fda7b7,43.50434,5.43839,,50.8436,AUCUN
FR-121058,2025-07-30,2025-08-02,Unknown,Bordeaux Logistics Park,Lille,306.7,1177.8,Livré,petit_camion,139.62,6e21cb30cd3271a9,9b9d87b623a8f180,50.64942,3.01169,3.0,43.3478,AUCUN
FR-653006,2025-07-02,2025-07-07,Unknown,Bordeaux Logistics Park,Marseille,614.6,605.0,Livré,petit_camion,117.12,076d9a82acb00f0c,901da47b72c471c4,43.34472,5.38793,5.0,44.62,AUCUN
FR-782171,2025-07-26,2025-07-27,DHL,Paris-CDG Hub,Toulouse,2553.0,181.7,Retourné,gros_camion,285.23,93141cbfc2990e76,719399eae3f3ce72,43.65168,1.50635,1.0,97.4148,AUCUN
FR-341535,2025-07-08,2025-07-16,Unknown,Paris-CDG Hub,Strasbourg,3952.3,898.2,Livré,gros_camion,467.54,b5eaeda6f050b47c,d72e57df78a4e421,48.54889,7.69885,8.0,745.4907,FAIBLE
FR-553572,2025-07-17,,GLS,Paris-CDG Hub,Nice,415.9,253.1,En transit,petit_camion,108.69,98c6fa9a1549ec58,8b9f897a5c8eac50,43.74552,7.24199,,12.6317,MOYEN
FR-165641,2025-07-24,,UPS,Paris-CDG Hub,Strasbourg,63.3,999.8,En transit,avion,311.17,c8796666bc9acaab,aa646306d356611c,48.55764,7.70505,,60.123,MOYEN
FR-749868,2025-07-21,2025-07-28,UPS,Lyon Distribution Center,Nantes,233.5,1119.8,Livré,avion,403.83,2210da77fef00168,30a8a7330a204c28,47.17222,-1.54345,7.0,248.3996,FAIBLE
FR-334955,2025-07-05,2025-07-09,FedEx,Paris-CDG Hub,Grenoble,223.2,103.6,Livré,avion,298.25,64be089ea6398de1,a2d26fb428dc82e0,45.20839,5.77533,4.0,21.9673,AUCUN
FR-145406,2025-07-10,2025-07-20,DB Schenker,Paris-CDG Hub,Bordeaux,3657.1,992.3,Livré,gros_camion,465.22,2210da77fef00168,a3eaa329dcb88153,44.85337,-0.62348,10.0,762.0775,FAIBLE
FR-995781,2025-07-23,2025-07-28,UPS,Marseille Port Depot,Nice,4129.1,1078.1,Retardé,train,420.71,77a37e0c1eabf2ac,e4f9cec616f0a95c,43.73852,7.23424,5.0,124.6443,ÉLEVÉ
FR-477224,2025-07-21,2025-08-01,DB Schenker,Paris-CDG Hub,Nice,255.2,485.6,Livré,petit_camion,123.84,2debffb0c60c520e,9cb32fd5311932a2,43.72919,7.25537,11.0,14.871,FAIBLE
FR-457395,2025-07-29,,Unknown,Paris-CDG Hub,Reims,2838.2,187.8,En transit,gros_camion,359.19,7334ee7ff8765e16,8f2d6c33ec5ec1fc,49.21876,3.2811,,111.9329,MOYEN
FR-207724,2025-07-25,2025-08-06,Kuehne+Nagel,Lyon Distribution Center,Strasbourg,149.4,660.8,Livré,petit_camion,95.17,60d3bd00a0e40db3,376eddc7b8c48451,48.60263,7.73359,12.0,11.8468,FAIBLE
FR-212113,2025-07-23,,DB Schenker,Lyon Distribution Center,Lyon,59.7,859.3,En transit,avion,381.53,4f34261f7c38ba0c,aa4d797a2de4a022,45.7434,4.74654,,48.7352,MOYEN
FR-711868,2025-07-23,2025-07-24,DHL,Bordeaux Logistics Park,Marseille,321.1,436.9,Livré,petit_camion,102.97,7334ee7ff8765e16,e0a4646621377021,43.27433,5.36175,1.0,16.8346,AUCUN
FR-150248,2025-07-01,2025-07-02,Kuehne+Nagel,Marseille Port Depot,Toulon,132.4,673.4,Livré,avion,436.02,4dc658302b612f5c,6b8e3c4fde46f04c,43.16093,5.94646,1.0,84.7003,AUCUN
FR-587947,2025-07-03,,Chronopost,Lyon Distribution Center,Lille,423.1,338.4,En transit,petit_camion,118.96,588860b1c06a5a7a,be5889af5d75d0e3,50.59543,3.11507,,17.1812,MOYEN
FR-723813,2025-07-13,,Chronopost,Bordeaux Logistics Park,Toulouse,2601.3,234.9,En transit,gros_camion,315.38,737b27ae09a06d30,6efb25990c478b2a,43.60157,1.45626,,128.3195,MOYEN
FR-731121,2025-07-14,,UPS,Paris-CDG Hub,Chartres,5964.8,638.4,En attente,train,315.95,577bd3cc79f49864,612ac3e468b4c8c5,48.41436,1.41654,,106.622,AUCUN
FR-576785,2025-07-11,2025-07-15,GLS,Lyon Distribution Center,Nantes,1270.4,1020.9,Livré,gros_camion,383.81,4761f7fa3a69433b,9ea764f173b53519,47.22076,-1.61752,4.0,272.3598,AUCUN
FR-493186,2025-07-09,2025-07-21,Chronopost,Paris-CDG Hub,Paris,5599.8,251.4,Livré,train,322.58,46b06486d10dd744,f537a9c6ac187f04,48.78834,2.31667,12.0,39.4181,FAIBLE
FR-878760,2025-07-25,,Kuehne+Nagel,Paris-CDG Hub,Paris,14.3,449.6,En transit,fourgonnette,8.95,d0443b3d89fde63f,6c1e5f71f85cf91d,48.8262,2.30148,,0.5143,MOYEN
FR-773616,2025-07-07,,Chronopost,Paris-CDG Hub,Paris,4.9,315.6,En attente,fourgonnette,7.14,7762a147989c85a8,b3b95ef99a4274d8,48.81398,2.37597,,0.1237,AUCUN
FR-755915,2025-07-12,,UPS,Marseille Port Depot,Nantes,2991.2,322.6,En attente,gros_camion,402.25,0a09e9b5dbb0d8ab,f3f212a662bc75d2,47.16519,-1.55409,,202.6418,AUCUN
FR-631930,2025-07-04,2025-07-06,UPS,Marseille Port Depot,Nice,1435.9,960.2,Livré,gros_camion,411.7,176085ab92f665ad,eca27e8c0650a63e,43.71264,7.1508,2.0,289.5377,AUCUN
FR-330596,2025-07-03,2025-07-13,Unknown,Lyon Distribution Center,Marseille,5380.4,1041.5,Livré,train,451.67,ba4df4a50d5ef322,1f7909554e09cdd4,43.23669,5.35446,10.0,156.9032,FAIBLE
FR-330168,2025-07-20,2025-07-23,FedEx,Marseille Port Depot,Lille,1.4,486.4,Livré,fourgonnette,13.14,afdb5de261053424,39c223ab216b1700,50.62936,3.1188,3.0,0.0545,AUCUN
FR-996618,2025-07-27,2025-08-07,DHL,Bordeaux Logistics Park,Grenoble,137.8,713.1,Retourné,avion,380.63,50b6dd7a25a72160,47d7ba0f8a8accae,45.18042,5.69402,11.0,93.3519,AUCUN
FR-167359,2025-07-05,2025-07-14,UPS,Paris-CDG Hub,Lille,48.2,864.3,Livré,fourgonnette,24.83,2e49ed8efc869923,7f3af31a28579b4c,50.58223,3.11326,9.0,3.3327,FAIBLE
FR-219815,2025-07-07,,GLS,Marseille Port Depot,Nice,94.7,447.1,En transit,avion,288.41,1e3f6890d2ddffa6,1731039750bc4e63,43.65584,7.23392,,40.2234,MOYEN
FR-576857,2025-07-21,2025-07-29,Kuehne+Nagel,Bordeaux Logistics Park,Bordeaux,3195.7,107.0,Livré,train,193.05,420ccf90b5c7ed29,f92f84e4a49f9d1b,44.85343,-0.49008,8.0,9.5743,FAIBLE
FR-978809,2025-07-14,2025-07-15,Unknown,Marseille Port Depot,Strasbourg,2356.0,777.8,Livré,train,294.75,b8ed8df564cec2ef,2e6625fddeff6b85,48.65751,7.7156,1.0,51.3099,AUCUN
FR-395103,2025-07-27,2025-08-07,XPO Logistics,Marseille Port Depot,Pau,3070.3,555.3,Livré,gros_camion,469.3,176085ab92f665ad,5d62f8d67c9a7c75,43.2858,-0.45077,11.0,358.0369,FAIBLE
FR-587707,2025-07-28,,UPS,Paris-CDG Hub,Brest,5115.9,239.3,En transit,train,294.42,184fcccb030ef7f7,13034d32011627e9,48.41707,-4.53186,,34.2786,MOYEN
FR-710278,2025-07-07,2025-07-20,FedEx,Lyon Distribution Center,Metz,,764.2,Livré,petit_camion,122.96,4d783fa3092cb304,d1d8ecf1e74f4aea,49.13419,6.28083,13.0,0.0,FAIBLE
FR-781509,2025-07-21,,Unknown,Marseille Port Depot,Nantes,283.3,1064.2,En attente,petit_camion,141.77,ba4df4a50d5ef322,e117b50d3bf73442,47.26507,-1.64165,,36.1785,AUCUN
FR-743012,2025-07-18,2025-07-28,Kuehne+Nagel,Marseille Port Depot,Angers,4502.9,623.1,Retardé,gros_camion,534.56,a9bc7e3c6079a06c,8aa164811dec3efa,47.49754,-0.52875,10.0,589.209,ÉLEVÉ
FR-978087,2025-07-27,2025-08-03,FedEx,Paris-CDG Hub,Auxerre,97.7,666.5,Livré,petit_camion,107.55,6b16b395ec3a9551,31ee714581d4dfa7,47.8205,3.51094,7.0,7.814,FAIBLE
FR-386629,2025-07-20,,Chronopost,Paris-CDG Hub,Dunkerque,40.7,75.9,En attente,fourgonnette,12.89,e05e06b51a7aca3c,8d94272da82c1617,51.10456,2.36473,,0.2471,AUCUN
FR-313678,2025-07-02,2025-07-10,UPS,Marseille Port Depot,Le Mans,31.7,438.1,Livré,fourgonnette,12.97,c0fdb3ce997f47fa,ca378c4de5132f00,48.08977,0.17013,8.0,1.111,FAIBLE
FR-521001,2025-07-07,2025-07-08,DHL,Lyon Distribution Center,Marseille,158.9,633.9,Livré,petit_camion,119.9,98c6fa9a1549ec58,a6a2a944304f14be,43.30398,5.37469,1.0,12.0872,AUCUN
FR-401033,2025-07-05,2025-07-06,Chronopost,Paris-CDG Hub,Toulon,59.0,1015.9,Livré,avion,368.66,144818883fd1fd2e,d5cf05ad56633a1c,43.12864,5.93958,1.0,56.9412,AUCUN
FR-246836,2025-07-12,2025-07-18,UPS,Lyon Distribution Center,Nice,46.3,20.8,Retardé,fourgonnette,8.15,97c134953eabb671,141cf9f867d278db,43.72622,7.2662,6.0,0.077,ÉLEVÉ
FR-290043,2025-07-30,,DHL,Paris-CDG Hub,Strasbourg,3923.1,902.8,En attente,gros_camion,491.52,9f825829469aca3d,21091a6ca941551e,48.60484,7.73423,,743.7727,AUCUN
FR-945308,2025-07-25,,FedEx,Lyon Distribution Center,Bordeaux,1375.2,790.6,En transit,train,225.51,c8796666bc9acaab,a52cc44a468ae434,44.85992,-0.63266,,30.4425,MOYEN
FR-804237,2025-07-16,2025-07-28,UPS,Bordeaux Logistics Park,Strasbourg,47.1,890.1,Livré,fourgonnette,11.88,b3ede2357f536e0a,2ea8c0b67ae96b43,48.6012,7.72254,12.0,3.3539,FAIBLE
FR-738103,2025-07-03,,DB Schenker,Paris-CDG Hub,Lille,2390.0,1105.7,En transit,train,319.82,89b72f42de629ac1,58e1b3e0338d8117,50.63446,3.12671,,73.9934,MOYEN
FR-782346,2025-07-28,2025-08-09,Chronopost,Marseille Port Depot,Mulhouse,3342.9,77.9,Retourné,gros_camion,364.67,b3ede2357f536e0a,aaf2fd46bdde1247,47.72208,7.35264,12.0,54.6865,AUCUN
FR-899458,2025-07-10,2025-07-14,Unknown,Marseille Port Depot,Tours,3921.8,531.4,Retardé,gros_camion,491.92,4f34261f7c38ba0c,7bb3b085954b16da,47.50576,0.64043,4.0,437.6493,ÉLEVÉ
FR-505257,2025-07-28,2025-07-31,Chronopost,Marseille Port Depot,Perpignan,20.8,1079.3,Retardé,fourgonnette,23.1,144818883fd1fd2e,8ef66d943848c394,42.64041,2.86787,3.0,1.796,ÉLEVÉ
FR-862922,2025-07-26,2025-08-05,FedEx,Paris-CDG Hub,Nice,656.3,471.8,Livré,petit_camion,152.41,dcc4a7b2cb980dd1,e34b7cab986c9717,43.76481,7.2346,10.0,37.1571,FAIBLE
FR-190135,2025-07-28,,GLS,Bordeaux Logistics Park,Nice,982.4,320.6,En transit,gros_camion,321.25,b6a35244625ccc34,ead755dbbf0b1483,43.74069,7.15802,,66.1411,MOYEN
FR-496474,2025-07-10,2025-07-20,UPS,Paris-CDG Hub,Bordeaux,202.4,360.7,Livré,avion,362.51,176085ab92f665ad,6fdbf8f195e16439,44.85626,-0.55747,10.0,69.3554,FAIBLE
FR-768626,2025-07-04,,DHL,Bordeaux Logistics Park,Toulouse,,1029.9,En attente,gros_camion,548.26,fb9a24e0a82c372f,e3e0c091e0193edb,43.67468,1.46253,,0.0,AUCUN
FR-632860,2025-07-01,2025-07-05,DB Schenker,Bordeaux Logistics Park,Nantes,5483.4,853.5,Retardé,train,324.52,4761f7fa3a69433b,4672203654ec3079,47.24715,-1.49374,4.0,131.0423,ÉLEVÉ
FR-393257,2025-07-01,,GLS,Paris-CDG Hub,Nantes,135.6,626.8,En transit,petit_camion,94.93,4d783fa3092cb304,498a25abcd200fd6,47.18219,-1.55648,,10.1993,MOYEN
FR-184667,2025-07-06,2025-07-15,Unknown,Lyon Distribution Center,Toulouse,2006.4,618.5,Livré,gros_camion,407.08,b4b018a4be786430,3ac5950c947c92bc,43.59677,1.41985,9.0,260.6013,FAIBLE
FR-736438,2025-07-16,2025-07-17,DHL,Paris-CDG Hub,Nice,604.6,517.3,Livré,petit_camion,123.83,f057aa1333d44acb,9983d641af709a54,43.70463,7.33409,1.0,37.5311,AUCUN
