tracking_id,order_date,delivery_date,carrier,origin_warehouse,destination_city,weight_kg,distance_km,status,vehicle_type,shipping_cost_eur,customer_name,phone,lat,lon
FR-745513,2025-07-10,2025-07-13,Kuehne+Nagel,Bordeaux Logistics Park,Lyon,261.4,229.3,Livré,petit_camion,64.3,2c7e84ab9c91b547,6add62ea5f2b3ca3,45.88145,4.7999
FR-130270,2025-07-19,,Chronopost,Bordeaux Logistics Park,Perpignan,198.2,1184.2,En transit,avion,408.45,a411faa4604af305,e1ca1cd64728c4b5,42.73734,2.90069
FR-445876,2025-07-18,2025-07-31,Kuehne+Nagel,Paris-CDG Hub,Auxerre,41.1,476.8,Livré,fourgonnette,14.28,d1d9c071e6672d29,6d44f9042aaaa9e2,47.78508,3.5445
FR-646774,2025-07-06,2025-07-07,XPO Logistics,Bordeaux Logistics Park,Paris,4738.1,818.8,Livré,gros_camion,558.89,ba12f74cff0e9464,508cf174ae156d7f,48.85815,2.33064
FR-801458,2025-07-17,,Kuehne+Nagel,Marseille Port Depot,Nice,712.0,125.4,En attente,petit_camion,100.39,588860b1c06a5a7a,cd77e676a63e7347,43.70638,7.25462
FR-151012,2025-07-18,,Chronopost,Paris-CDG Hub,Bordeaux,8.9,467.6,En attente,fourgonnette,11.0,964fb47ecc48fb44,4d14d75bfc3704fa,44.89146,-0.60654
FR-176208,2025-07-13,2025-07-24,FedEx,Marseille Port Depot,Nantes,35.5,788.7,Livré,fourgonnette,21.61,309f7e2638c05965,68866e8affa544cd,47.21381,-1.59799
FR-601754,2025-07-09,2025-07-12,DHL,Paris-CDG Hub,Toulouse,5675.9,1006.6,Livré,train,369.54,b3ede2357f536e0a,a35c15a2aafad782,43.58684,1.43197
FR-327544,2025-07-01,2025-07-13,UPS,Lyon Distribution Center,Clermont-Ferrand,,1170.1,Livré,gros_camion,436.05,ba12f74cff0e9464,73b91d9d1e03d112,45.77322,2.96732
FR-738449,2025-07-06,2025-07-08,Chronopost,Marseille Port Depot,Metz,2100.6,1126.0,Retardé,gros_camion,471.62,b6a35244625ccc34,c468653d1f12640a,49.14628,6.15812
FR-237815,2025-07-17,2025-07-22,UPS,Bordeaux Logistics Park,Toulouse,7.4,1040.8,Livré,fourgonnette,21.42,b6a35244625ccc34,6e10817f3dde16dc,43.53802,1.40361
FR-868460,2025-07-04,2025-07-15,FedEx,Paris-CDG Hub,Marseille,95.7,844.9,Retardé,petit_camion,61.31,d21c62bed959dcf6,525c489b8b0cbcb4,43.30953,5.38473
FR-425188,2025-07-20,,UPS,Bordeaux Logistics Park,Montpellier,4486.1,555.0,En attente,train,293.06,b4b018a4be786430,54d617cfdb4c8a03,43.62001,3.81271
FR-304354,2025-07-08,2025-07-15,Chronopost,Paris-CDG Hub,La Rochelle,2921.1,317.1,Livré,train,237.29,176085ab92f665ad,924f7c20c492f4f9,46.13015,-1.1352
FR-512289,2025-07-22,2025-08-03,DB Schenker,Bordeaux Logistics Park,Nice,2491.7,970.1,Livré,train,259.91,b3ede2357f536e0a,a3a2854b41912f41,43.73037,7.22341
FR-204672,2025-07-16,,DHL,Paris-CDG Hub,Nice,250.4,1093.7,En transit,petit_camion,115.45,b8ed8df564cec2ef,65274d125e696d3d,43.69574,7.18856
FR-307397,2025-07-05,2025-07-10,GLS,Paris-CDG Hub,Angers,,213.0,Retardé,avion,325.68,0b9d5daff036d6da,d04984121fbe4fc8,47.39143,-0.61582
FR-366186,2025-07-15,2025-07-18,DHL,Marseille Port Depot,Le Havre,22.2,57.5,Retourné,fourgonnette,10.01,4937b40c2b9fb3af,d03644089bfd07f5,49.53323,0.10509
FR-656107,2025-07-04,,GLS,Marseille Port Depot,Besançon,24.2,432.8,En attente,fourgonnette,15.86,75a44226210eb23d,c538d935769b98b7,47.2217,6.02954
FR-387667,2025-07-15,,GLS,Marseille Port Depot,Strasbourg,3617.2,987.3,En attente,gros_camion,476.7,a411faa4604af305,e4a1aa730a003710,48.56277,7.81105
FR-485007,2025-07-09,,UPS,Marseille Port Depot,Marseille,1920.8,487.4,En transit,train,290.03,964fb47ecc48fb44,c5a8ac7e20a588c9,43.20748,5.38685
FR-126572,2025-07-26,2025-08-06,UPS,Marseille Port Depot,Rouen,1664.7,429.5,Retardé,gros_camion,278.42,2e49ed8efc869923,7524da7ab73632c4,49.38588,1.12319
FR-558818,2025-07-06,2025-07-11,DHL,Paris-CDG Hub,Metz,5546.2,601.7,Livré,train,398.0,ae8ce543547ae3d4,3675696490f6691c,49.07704,6.20337
FR-271929,2025-07-13,2025-07-23,DHL,Bordeaux Logistics Park,Strasbourg,32.5,287.1,Livré,fourgonnette,9.37,144818883fd1fd2e,fbd58abed531f2a1,48.46492,7.69239
FR-414368,2025-07-28,2025-08-03,DHL,Bordeaux Logistics Park,Nice,2955.7,137.6,Livré,gros_camion,331.94,0915a7642195cf8a,4079a15f4eb790fe,43.67874,7.23729
FR-858673,2025-07-22,,Chronopost,Marseille Port Depot,Paris,10.7,552.1,En transit,avion,306.34,a7343d238975093d,8678f85ec477db04,48.89372,2.32032
FR-880498,2025-07-27,2025-07-31,Chronopost,Marseille Port Depot,Toulouse,2827.8,916.9,Retardé,train,364.87,649f91ae50effe2e,f270172cae1898d3,43.59968,1.44133
FR-524632,2025-07-29,2025-08-07,GLS,Marseille Port Depot,Dijon,170.5,366.5,Livré,avion,320.62,45466476afe9982a,c1e21fd782438dbc,47.40345,4.96111
FR-388172,2025-07-10,,Kuehne+Nagel,Bordeaux Logistics Park,Aix-en-Provence,67.0,798.8,En attente,avion,398.85,dcc4a7b2cb980dd1,7b351cde06fda7b7,43.50434,5.43839
FR-121058,2025-07-30,2025-08-02,Unknown,Bordeaux Logistics Park,Lille,306.7,1177.8,Livré,petit_camion,139.62,6e21cb30cd3271a9,9b9d87b623a8f180,50.64942,3.01169
FR-653006,2025-07-02,2025-07-07,Unknown,Bordeaux Logistics Park,Marseille,614.6,605.0,Livré,petit_camion,117.12,076d9a82acb00f0c,901da47b72c471c4,43.34472,5.38793
FR-782171,2025-07-26,2025-07-27,DHL,Paris-CDG Hub,Toulouse,2553.0,181.7,Retourné,gros_camion,285.23,93141cbfc2990e76,719399eae3f3ce72,43.65168,1.50635
FR-341535,2025-07-08,2025-07-16,Unknown,Paris-CDG Hub,Strasbourg,3952.3,898.2,Livré,gros_camion,467.54,b5eaeda6f050b47c,d72e57df78a4e421,48.54889,7.69885
FR-553572,2025-07-17,,GLS,Paris-CDG Hub,Nice,415.9,253.1,En transit,petit_camion,108.69,98c6fa9a1549ec58,8b9f897a5c8eac50,43.74552,7.24199
FR-165641,2025-07-24,,UPS,Paris-CDG Hub,Strasbourg,63.3,999.8,En transit,avion,311.17,c8796666bc9acaab,aa646306d356611c,48.55764,7.70505
FR-749868,2025-07-21,2025-07-28,UPS,Lyon Distribution Center,Nantes,233.5,1119.8,Livré,avion,403.83,2210da77fef00168,30a8a7330a204c28,47.17222,-1.54345
FR-334955,2025-07-05,2025-07-09,FedEx,Paris-CDG Hub,Grenoble,223.2,103.6,Livré,avion,298.25,64be089ea6398de1,a2d26fb428dc82e0,45.20839,5.77533
FR-145406,2025-07-10,2025-07-20,DB Schenker,Paris-CDG Hub,Bordeaux,3657.1,992.3,Livré,gros_camion,465.22,2210da77fef00168,a3eaa329dcb88153,44.85337,-0.62348
FR-995781,2025-07-23,2025-07-28,UPS,Marseille Port Depot,Nice,4129.1,1078.1,Retardé,train,420.71,77a37e0c1eabf2ac,e4f9cec616f0a95c,43.73852,7.23424
FR-477224,2025-07-21,2025-08-01,DB Schenker,Paris-CDG Hub,Nice,255.2,485.6,Livré,petit_camion,123.84,2debffb0c60c520e,9cb32fd5311932a2,43.72919,7.25537
FR-457395,2025-07-29,,Unknown,Paris-CDG Hub,Reims,2838.2,187.8,En transit,gros_camion,359.19,7334ee7ff8765e16,8f2d6c33ec5ec1fc,49.21876,3.2811
FR-207724,2025-07-25,2025-08-06,Kuehne+Nagel,Lyon Distribution Center,Strasbourg,149.4,660.8,Livré,petit_camion,95.17,60d3bd00a0e40db3,376eddc7b8c48451,48.60263,7.73359
FR-212113,2025-07-23,,DB Schenker,Lyon Distribution Center,Lyon,59.7,859.3,En transit,avion,381.53,4f34261f7c38ba0c,aa4d797a2de4a022,45.7434,4.74654
FR-711868,2025-07-23,2025-07-24,DHL,Bordeaux Logistics Park,Marseille,321.1,436.9,Livré,petit_camion,102.97,7334ee7ff8765e16,e0a4646621377021,43.27433,5.36175
FR-150248,2025-07-01,2025-07-02,Kuehne+Nagel,Marseille Port Depot,Toulon,132.4,673.4,Livré,avion,436.02,4dc658302b612f5c,6b8e3c4fde46f04c,43.16093,5.94646
FR-587947,2025-07-03,,Chronopost,Lyon Distribution Center,Lille,423.1,338.4,En transit,petit_camion,118.96,588860b1c06a5a7a,be5889af5d75d0e3,50.59543,3.11507
FR-723813,2025-07-13,,Chronopost,Bordeaux Logistics Park,Toulouse,2601.3,234.9,En transit,gros_camion,315.38,737b27ae09a06d30,6efb25990c478b2a,43.60157,1.45626
FR-731121,2025-07-14,,UPS,Paris-CDG Hub,Chartres,5964.8,638.4,En attente,train,315.95,577bd3cc79f49864,612ac3e468b4c8c5,48.41436,1.41654
FR-576785,2025-07-11,2025-07-15,GLS,Lyon Distribution Center,Nantes,1270.4,1020.9,Livré,gros_camion,383.81,4761f7fa3a69433b,9ea764f173b53519,47.22076,-1.61752
FR-493186,2025-07-09,2025-07-21,Chronopost,Paris-CDG Hub,Paris,5599.8,251.4,Livré,train,322.58,46b06486d10dd744,f537a9c6ac187f04,48.78834,2.31667
FR-878760,2025-07-25,,Kuehne+Nagel,Paris-CDG Hub,Paris,14.3,449.6,En transit,fourgonnette,8.95,d0443b3d89fde63f,6c1e5f71f85cf91d,48.8262,2.30148
FR-773616,2025-07-07,,Chronopost,Paris-CDG Hub,Paris,4.9,315.6,En attente,fourgonnette,7.14,7762a147989c85a8,b3b95ef99a4274d8,48.81398,2.37597
FR-755915,2025-07-12,,UPS,Marseille Port Depot,Nantes,2991.2,322.6,En attente,gros_camion,402.25,0a09e9b5dbb0d8ab,f3f212a662bc75d2,47.16519,-1.55409
FR-631930,2025-07-04,2025-07-06,UPS,Marseille Port Depot,Nice,1435.9,960.2,Livré,gros_camion,411.7,176085ab92f665ad,eca27e8c0650a63e,43.71264,7.1508
FR-330596,2025-07-03,2025-07-13,Unknown,Lyon Distribution Center,Marseille,5380.4,1041.5,Livré,train,451.67,ba4df4a50d5ef322,1f7909554e09cdd4,43.23669,5.35446
FR-330168,2025-07-20,2025-07-23,FedEx,Marseille Port Depot,Lille,1.4,486.4,Livré,fourgonnette,13.14,afdb5de261053424,39c223ab216b1700,50.62936,3.1188
FR-996618,2025-07-27,2025-08-07,DHL,Bordeaux Logistics Park,Grenoble,137.8,713.1,Retourné,avion,380.63,50b6dd7a25a72160,47d7ba0f8a8accae,45.18042,5.69402
FR-167359,2025-07-05,2025-07-14,UPS,Paris-CDG Hub,Lille,48.2,864.3,Livré,fourgonnette,24.83,2e49ed8efc869923,7f3af31a28579b4c,50.58223,3.11326
FR-219815,2025-07-07,,GLS,Marseille Port Depot,Nice,94.7,447.1,En transit,avion,288.41,1e3f6890d2ddffa6,1731039750bc4e63,43.65584,7.23392
FR-576857,2025-07-21,2025-07-29,Kuehne+Nagel,Bordeaux Logistics Park,Bordeaux,3195.7,107.0,Livré,train,193.05,420ccf90b5c7ed29,f92f84e4a49f9d1b,44.85343,-0.49008
FR-978809,2025-07-14,2025-07-15,Unknown,Marseille Port Depot,Strasbourg,2356.0,777.8,Livré,train,294.75,b8ed8df564cec2ef,2e6625fddeff6b85,48.65751,7.7156
FR-395103,2025-07-27,2025-08-07,XPO Logistics,Marseille Port Depot,Pau,3070.3,555.3,Livré,gros_camion,469.3,176085ab92f665ad,5d62f8d67c9a7c75,43.2858,-0.45077
FR-587707,2025-07-28,,UPS,Paris-CDG Hub,Brest,5115.9,239.3,En transit,train,294.42,184fcccb030ef7f7,13034d32011627e9,48.41707,-4.53186
FR-710278,2025-07-07,2025-07-20,FedEx,Lyon Distribution Center,Metz,,764.2,Livré,petit_camion,122.96,4d783fa3092cb304,d1d8ecf1e74f4aea,49.13419,6.28083
FR-781509,2025-07-21,,Unknown,Marseille Port Depot,Nantes,283.3,1064.2,En attente,petit_camion,141.77,ba4df4a50d5ef322,e117b50d3bf73442,47.26507,-1.64165
FR-743012,2025-07-18,2025-07-28,Kuehne+Nagel,Marseille Port Depot,Angers,4502.9,623.1,Retardé,gros_camion,534.56,a9bc7e3c6079a06c,8aa164811dec3efa,47.49754,-0.52875
FR-978087,2025-07-27,2025-08-03,FedEx,Paris-CDG Hub,Auxerre,97.7,666.5,Livré,petit_camion,107.55,6b16b395ec3a9551,31ee714581d4dfa7,47.8205,3.51094
FR-386629,2025-07-20,,Chronopost,Paris-CDG Hub,Dunkerque,40.7,75.9,En attente,fourgonnette,12.89,e05e06b51a7aca3c,8d94272da82c1617,51.10456,2.36473
FR-313678,2025-07-02,2025-07-10,UPS,Marseille Port Depot,Le Mans,31.7,438.1,Livré,fourgonnette,12.97,c0fdb3ce997f47fa,ca378c4de5132f00,48.08977,0.17013
FR-521001,2025-07-07,2025-07-08,DHL,Lyon Distribution Center,Marseille,158.9,633.9,Livré,petit_camion,119.9,98c6fa9a1549ec58,a6a2a944304f14be,43.30398,5.37469
FR-401033,2025-07-05,2025-07-06,Chronopost,Paris-CDG Hub,Toulon,59.0,1015.9,Livré,avion,368.66,144818883fd1fd2e,d5cf05ad56633a1c,43.12864,5.93958
FR-246836,2025-07-12,2025-07-18,UPS,Lyon Distribution Center,Nice,46.3,20.8,Retardé,fourgonnette,8.15,97c134953eabb671,141cf9f867d278db,43.72622,7.2662
FR-290043,2025-07-30,,DHL,Paris-CDG Hub,Strasbourg,3923.1,902.8,En attente,gros_camion,491.52,9f825829469aca3d,21091a6ca941551e,48.60484,7.73423
FR-945308,2025-07-25,,FedEx,Lyon Distribution Center,Bordeaux,1375.2,790.6,En transit,train,225.51,c8796666bc9acaab,a52cc44a468ae434,44.85992,-0.63266
FR-804237,2025-07-16,2025-07-28,UPS,Bordeaux Logistics Park,Strasbourg,47.1,890.1,Livré,fourgonnette,11.88,b3ede2357f536e0a,2ea8c0b67ae96b43,48.6012,7.72254
FR-738103,2025-07-03,,DB Schenker,Paris-CDG Hub,Lille,2390.0,1105.7,En transit,train,319.82,89b72f42de629ac1,58e1b3e0338d8117,50.63446,3.12671
FR-782346,2025-07-28,2025-08-09,Chronopost,Marseille Port Depot,Mulhouse,3342.9,77.9,Retourné,gros_camion,364.67,b3ede2357f536e0a,aaf2fd46bdde1247,47.72208,7.35264
FR-899458,2025-07-10,2025-07-14,Unknown,Marseille Port Depot,Tours,3921.8,531.4,Retardé,gros_camion,491.92,4f34261f7c38ba0c,7bb3b085954b16da,47.50576,0.64043
FR-505257,2025-07-28,2025-07-31,Chronopost,Marseille Port Depot,Perpignan,20.8,1079.3,Retardé,fourgonnette,23.1,144818883fd1fd2e,8ef66d943848c394,42.64041,2.86787
FR-862922,2025-07-26,2025-08-05,FedEx,Paris-CDG Hub,Nice,656.3,471.8,Livré,petit_camion,152.41,dcc4a7b2cb980dd1,e34b7cab986c9717,43.76481,7.2346
FR-190135,2025-07-28,,GLS,Bordeaux Logistics Park,Nice,982.4,320.6,En transit,gros_camion,321.25,b6a35244625ccc34,ead755dbbf0b1483,43.74069,7.15802
FR-496474,2025-07-10,2025-07-20,UPS,Paris-CDG Hub,Bordeaux,202.4,360.7,Livré,avion,362.51,176085ab92f665ad,6fdbf8f195e16439,44.85626,-0.55747
FR-768626,2025-07-04,,DHL,Bordeaux Logistics Park,Toulouse,,1029.9,En attente,gros_camion,548.26,fb9a24e0a82c372f,e3e0c091e0193edb,43.67468,1.46253
FR-632860,2025-07-01,2025-07-05,DB Schenker,Bordeaux Logistics Park,Nantes,5483.4,853.5,Retardé,train,324.52,4761f7fa3a69433b,4672203654ec3079,47.24715,-1.49374
FR-393257,2025-07-01,,GLS,Paris-CDG Hub,Nantes,135.6,626.8,En transit,petit_camion,94.93,4d783fa3092cb304,498a25abcd200fd6,47.18219,-1.55648
FR-184667,2025-07-06,2025-07-15,Unknown,Lyon Distribution Center,Toulouse,2006.4,618.5,Livré,gros_camion,407.08,b4b018a4be786430,3ac5950c947c92bc,43.59677,1.41985
FR-736438,2025-07-16,2025-07-17,DHL,Paris-CDG Hub,Nice,604.6,517.3,Livré,petit_camion,123.83,f057aa1333d44acb,9983d641af709a54,43.70463,7.33409
FR-401411,2025-07-22,2025-07-31,XPO Logistics,Marseille Port Depot,Toulon,4896.0,1159.3,Retourné,gros_camion,580.31,abbd60b0df7fec89,9ddc3b8e33d7f117,43.15853,5.92044
FR-319188,2025-07-12,,FedEx,Paris-CDG Hub,Nantes,33.7,353.7,En attente,fourgonnette,14.76,2e49ed8efc869923,200ae2205621edbe,47.15186,-1.6625
FR-172204,2025-07-25,2025-08-03,Chronopost,Paris-CDG Hub,Nantes,84.7,401.0,Livré,avion,232.37,b3ede2357f536e0a,3cfcda746718cea6,47.18293,-1.52137
FR-765442,2025-07-30,2025-08-05,Chronopost,Paris-CDG Hub,Marseille,3569.3,617.7,Livré,gros_camion,445.63,d21c62bed959dcf6,bb6e5705648cc687,43.30582,5.35791
FR-717752,2025-07-29,2025-08-06,DHL,Paris-CDG Hub,Reims,255.6,963.4,Retourné,petit_camion,107.31,ff07dd0896d16f31,213e97fbb930b5e8,49.21577,3.25235
FR-914746,2025-07-12,2025-07-24,GLS,Lyon Distribution Center,Orléans,5116.6,57.1,Livré,train,249.56,d23122a5cb6fdbb4,14ea5c27e14e63ad,47.89897,1.87702
FR-919444,2025-07-02,2025-07-15,Unknown,Bordeaux Logistics Park,Mulhouse,2.2,96.1,Retardé,avion,151.84,4761f7fa3a69433b,72e4a351961280a3,47.80077,7.33179
FR-402138,2025-07-21,2025-08-01,DB Schenker,Paris-CDG Hub,Lille,46.7,1046.1,Retardé,fourgonnette,17.6,98c6fa9a1549ec58,667393022d5e4109,50.72257,3.10775
FR-248395,2025-07-11,2025-07-20,Kuehne+Nagel,Marseille Port Depot,Marseille,10.1,648.6,Retardé,fourgonnette,19.67,144818883fd1fd2e,452a80bfce1df5d6,43.3461,5.35148
FR-651616,2025-07-22,2025-07-26,DB Schenker,Bordeaux Logistics Park,Strasbourg,2251.6,749.6,Livré,gros_camion,335.37,89b72f42de629ac1,be040fb428a57cb3,48.5361,7.71902
FR-169672,2025-07-07,2025-07-14,Kuehne+Nagel,Bordeaux Logistics Park,Amiens,18.1,899.7,Livré,fourgonnette,16.55,4f34261f7c38ba0c,7fe56e1725f06350,49.88608,2.42075
FR-920845,2025-07-04,2025-07-07,UPS,Lyon Distribution Center,Rennes,390.7,1037.5,Livré,petit_camion,163.29,9f825829469aca3d,217755971f99dd83,48.09818,-1.67757
FR-967838,2025-07-25,2025-07-26,GLS,Paris-CDG Hub,Marseille,44.0,637.4,Retardé,fourgonnette,21.76,2debffb0c60c520e,6b3ec22040fb347e,43.31641,5.35719
FR-937007,2025-07-15,2025-07-28,Unknown,Marseille Port Depot,Bordeaux,,1110.1,Livré,gros_camion,427.45,4d783fa3092cb304,14a1c26a6401c59c,44.84752,-0.52801
FR-462355,2025-07-15,2025-07-27,Kuehne+Nagel,Bordeaux Logistics Park,Rennes,31.1,378.7,Livré,fourgonnette,8.82,dc995e4ea96bebf0,8dad00b672d58f06,48.06208,-1.73624
FR-861262,2025-07-06,2025-07-14,Chronopost,Lyon Distribution Center,Auxerre,1603.1,382.2,Retourné,gros_camion,312.94,d23122a5cb6fdbb4,372a542f3e4ccae9,47.78571,3.56251
FR-122228,2025-07-20,,DHL,Bordeaux Logistics Park,Paris,143.4,1089.9,En attente,avion,315.81,c0fdb3ce997f47fa,0190c1c2e59a61d0,48.85469,2.31363
FR-692337,2025-07-07,2025-07-13,FedEx,Marseille Port Depot,Strasbourg,4654.6,245.0,Livré,gros_camion,487.83,d23122a5cb6fdbb4,ac8f9381abb0de6b,48.54459,7.75665
FR-621998,2025-07-24,2025-08-06,Kuehne+Nagel,Paris-CDG Hub,Lille,5.6,1155.2,Livré,fourgonnette,22.37,46b06486d10dd744,b90b00a3b1d3f87c,50.62913,3.11351
FR-888447,2025-07-27,2025-08-02,GLS,Bordeaux Logistics Park,Amiens,44.4,460.2,Retourné,fourgonnette,18.1,0b9d5daff036d6da,45772724ce50406d,49.89447,2.22177
FR-688843,2025-07-13,2025-07-17,UPS,Bordeaux Logistics Park,Poitiers,2395.7,607.3,Livré,gros_camion,399.35,a7343d238975093d,ae0f13d13a4e16d9,46.5877,0.34641
FR-934212,2025-07-19,,DB Schenker,Paris-CDG Hub,Bordeaux,4474.9,108.5,En attente,gros_camion,443.32,7334ee7ff8765e16,f760428ede9f0572,44.82725,-0.50801
FR-615631,2025-07-13,2025-07-22,DHL,Lyon Distribution Center,Dijon,585.0,662.9,Retourné,train,278.33,75a44226210eb23d,4910029345856a26,47.36012,4.94442
FR-833307,2025-07-10,2025-07-22,Unknown,Paris-CDG Hub,Tours,3965.5,1162.1,Retourné,gros_camion,611.19,b8ed8df564cec2ef,3f2492b189e72a29,47.38742,0.69198
FR-633660,2025-07-25,2025-07-31,Chronopost,Paris-CDG Hub,Paris,3825.6,538.9,Retardé,gros_camion,417.21,ccd16f4072984dcc,b722915e06ff80a3,48.84229,2.36054
FR-958099,2025-07-14,2025-07-19,Unknown,Lyon Distribution Center,Lyon,2606.7,1051.3,Livré,gros_camion,433.92,1e3f6890d2ddffa6,093bdc1e3bc82871,45.82917,4.84122
FR-891599,2025-07-08,,DHL,Lyon Distribution Center,Vannes,98.2,774.9,En attente,petit_camion,96.15,577bd3cc79f49864,34f504c00208fce4,47.61077,-2.74334
FR-301123,2025-07-29,,Kuehne+Nagel,Paris-CDG Hub,Metz,410.0,488.8,En transit,petit_camion,92.85,649f91ae50effe2e,3dd10bedad09a247,49.08281,6.27442
FR-744821,2025-07-12,,GLS,Paris-CDG Hub,Marseille,3578.7,291.2,En transit,gros_camion,347.04,6e21cb30cd3271a9,1832e05ffc85ad8b,43.33896,5.30607
FR-931599,2025-07-20,2025-07-27,DB Schenker,Paris-CDG Hub,Strasbourg,177.0,1129.4,Retardé,avion,399.93,6ab1a44406435c4c,b60f491d3b921876,48.59891,7.71963
FR-812345,2025-07-22,2025-07-30,DHL,Lyon Distribution Center,Nantes,2816.6,454.1,Retourné,gros_camion,382.83,4937b40c2b9fb3af,6c65af2eba32aa5b,47.09663,-1.51939
FR-576040,2025-07-19,2025-07-25,DB Schenker,Marseille Port Depot,Nice,2166.8,122.7,Livré,gros_camion,354.77,45466476afe9982a,1077f323a035d18d,43.69838,7.25602
FR-161562,2025-07-26,,UPS,Paris-CDG Hub,Rennes,4793.1,491.4,En transit,train,289.28,bebe00cf88981ebb,a4d36a893738cadb,48.01994,-1.72251
FR-929716,2025-07-05,2025-07-15,UPS,Paris-CDG Hub,Rouen,43.6,1198.7,Livré,fourgonnette,21.2,e05e06b51a7aca3c,95008562be37b462,49.46051,1.15379
FR-442059,2025-07-16,2025-07-17,Chronopost,Marseille Port Depot,Metz,268.6,410.0,Livré,petit_camion,84.79,2c7e84ab9c91b547,879751e2a6f1b4d2,49.01981,6.14196
FR-152635,2025-07-19,2025-08-01,DHL,Paris-CDG Hub,Nantes,239.5,1061.7,Retardé,avion,587.39,076d9a82acb00f0c,07814640f0a70a79,47.22278,-1.42823
FR-255260,2025-07-08,2025-07-10,FedEx,Paris-CDG Hub,Lille,1746.0,820.9,Livré,gros_camion,345.84,649f91ae50effe2e,a2ee16c30aa17d68,50.64189,3.01244
FR-478355,2025-07-10,2025-07-19,DHL,Paris-CDG Hub,Dijon,3153.5,877.1,Retardé,gros_camion,448.29,94f32f590e70c04a,7e737a9150f116d0,47.30451,5.03137
FR-940597,2025-07-11,2025-07-16,FedEx,Lyon Distribution Center,Brest,99.0,238.3,Retardé,avion,188.67,286f327fca2fc8f0,bce2f7e5e6130778,48.41694,-4.44319
FR-497751,2025-07-04,2025-07-09,Chronopost,Bordeaux Logistics Park,Marseille,59.0,692.6,Livré,avion,348.19,7334ee7ff8765e16,b64e0f2e4348cd0f,43.21538,5.31465
FR-699608,2025-07-06,2025-07-09,Kuehne+Nagel,Lyon Distribution Center,Rennes,609.7,19.9,Livré,petit_camion,92.27,ae8ce543547ae3d4,0a0ae83e69155958,48.17682,-1.62687
FR-636364,2025-07-08,2025-07-19,DHL,Paris-CDG Hub,Nantes,680.0,872.6,Retardé,petit_camion,186.24,abb3d464b81216db,4e15bd59791b633f,47.26534,-1.61476
FR-746004,2025-07-01,2025-07-10,FedEx,Marseille Port Depot,Aix-en-Provence,15.1,1067.0,Livré,fourgonnette,21.72,80c6e1b004c4d98c,629edd6293510e65,43.55835,5.39696
FR-206242,2025-07-03,2025-07-05,Unknown,Bordeaux Logistics Park,Nantes,1273.2,696.5,Livré,gros_camion,276.42,4761f7fa3a69433b,a8792fe0e3dd0015,47.26565,-1.54676
FR-612552,2025-07-02,2025-07-15,XPO Logistics,Paris-CDG Hub,Strasbourg,4126.4,825.7,Livré,train,367.95,f057aa1333d44acb,92747e3525443f4e,48.61441,7.79297
FR-941676,2025-07-29,,FedEx,Marseille Port Depot,Rennes,75.5,386.8,En transit,avion,293.56,7334ee7ff8765e16,6eae7394525eb15e,48.1765,-1.7124
FR-203021,2025-07-08,,DHL,Paris-CDG Hub,Vannes,67.5,1116.1,En attente,avion,259.21,b1a521ada32f8bf9,c4b8405bf100ed99,47.61412,-2.70544
FR-937056,2025-07-29,2025-08-01,DHL,Lyon Distribution Center,Nice,558.6,503.2,Retardé,petit_camion,138.57,ae8ce543547ae3d4,85563d873e213b7d,43.74714,7.32602
FR-480355,2025-07-07,2025-07-13,DHL,Paris-CDG Hub,Paris,75.1,446.4,Livré,petit_camion,63.21,867749e4b7692143,490c8f7df58921e0,48.84982,2.39082
FR-543697,2025-07-28,2025-08-03,GLS,Paris-CDG Hub,Marseille,35.5,560.6,Livré,fourgonnette,19.0,80c6e1b004c4d98c,dacf60d1212f678b,43.30815,5.3339
FR-769242,2025-07-19,,Unknown,Lyon Distribution Center,Marseille,23.4,723.3,En transit,fourgonnette,10.73,4937b40c2b9fb3af,c1557b46c109ea86,43.43192,5.41019
FR-962552,2025-07-29,2025-08-02,GLS,Bordeaux Logistics Park,Nice,35.8,794.7,Retourné,fourgonnette,18.22,076d9a82acb00f0c,63c98e6401b8c3f0,43.80363,7.26374
FR-783524,2025-07-26,2025-07-29,FedEx,Marseille Port Depot,Le Mans,130.0,552.0,Livré,avion,233.03,964fb47ecc48fb44,ab9afa781e2df5b9,48.00615,0.25874
FR-624154,2025-07-19,2025-07-23,UPS,Paris-CDG Hub,Bayonne,50.5,1124.9,Livré,petit_camion,72.57,98c6fa9a1549ec58,5d8f4cce56c05531,43.43246,-1.41818
FR-351227,2025-07-30,2025-08-02,Unknown,Bordeaux Logistics Park,Nantes,5.6,523.5,Livré,fourgonnette,9.56,bcda6b0629bed55e,eef69682a9189219,47.15267,-1.64223
FR-118402,2025-07-30,,Chronopost,Bordeaux Logistics Park,Nantes,3601.0,255.4,En attente,train,292.84,6ab1a44406435c4c,03d985fb4db30619,47.09525,-1.59368
FR-154796,2025-07-03,2025-07-16,Kuehne+Nagel,Marseille Port Depot,Strasbourg,4.4,370.8,Livré,avion,245.78,64be089ea6398de1,35853a0301a6a240,48.61325,7.76895
FR-468350,2025-07-16,2025-07-28,Unknown,Marseille Port Depot,Bordeaux,1952.9,421.5,Livré,train,211.69,ba4df4a50d5ef322,5c4804a2c8e8a6f7,44.88926,-0.65868
